"reserved_room_type" "stays_in_week_nights" "stays_in_weekend_nights" "children" "babies"
"115514" "A" 1 0 0 0
"115515" "A" 1 0 0 0
"115516" "A" 2 0 0 0
"115517" "D" 3 0 0 0
"115518" "D" 3 0 0 0
"115519" "D" 2 0 0 0
"115520" "A" 2 0 0 0
"115521" "A" 3 1 0 0
"115522" "A" 1 0 0 0
"115523" "D" 1 0 0 0
"115524" "D" 3 0 0 0
"115525" "A" 1 0 0 0
"115526" "A" 1 0 0 0
"115527" "D" 3 2 0 0
"115528" "A" 3 0 0 0
"115529" "A" 4 2 0 0
"115530" "A" 1 0 0 0
"115531" "A" 2 0 0 0
"115532" "A" 1 0 0 0
"115533" "A" 4 2 0 0
"115534" "A" 5 2 0 0
"115535" "A" 2 0 0 0
"115536" "D" 5 2 0 0
"115537" "F" 3 0 2 0
"115538" "A" 1 0 0 0
"115539" "D" 3 1 1 0
"115540" "A" 2 0 0 0
"115541" "E" 3 1 0 0
"115542" "G" 3 2 3 0
"115543" "A" 1 0 0 0
"115544" "A" 2 0 0 0
"115545" "D" 3 1 0 0
"115546" "D" 3 1 0 0
"115547" "A" 3 1 0 0
"115548" "A" 3 2 0 0
"115549" "A" 1 0 0 0
"115550" "A" 2 0 0 0
"115551" "A" 1 0 0 0
"115552" "D" 3 2 0 0
"115553" "F" 2 1 2 0
"115554" "E" 2 0 0 0
"115555" "D" 2 0 0 0
"115556" "A" 2 0 0 0
"115557" "A" 4 1 0 0
"115558" "D" 4 0 0 0
"115559" "A" 4 0 0 0
"115560" "F" 2 0 0 0
"115561" "D" 2 0 0 0
"115562" "D" 5 2 0 0
"115563" "D" 5 2 0 0
"115564" "G" 1 0 3 0
"115565" "A" 1 0 0 0
"115566" "A" 4 0 0 0
"115567" "A" 4 1 0 0
"115568" "A" 4 1 0 0
"115569" "D" 4 0 0 0
"115570" "A" 2 0 0 0
"115571" "A" 3 0 0 0
"115572" "A" 4 0 0 0
"115573" "A" 4 0 0 0
"115574" "F" 3 0 2 0
"115575" "A" 3 0 0 0
"115576" "A" 5 2 0 0
"115577" "D" 1 0 0 0
"115578" "A" 1 0 0 0
"115579" "A" 1 0 0 0
"115580" "A" 2 0 0 0
"115581" "D" 5 2 0 0
"115582" "D" 3 0 0 0
"115583" "A" 1 0 0 0
"115584" "A" 4 1 0 0
"115585" "F" 4 1 2 0
"115586" "A" 2 0 0 0
"115587" "A" 2 0 0 0
"115588" "A" 4 0 0 0
"115589" "A" 2 0 0 0
"115590" "A" 2 0 0 0
"115591" "A" 1 0 0 0
"115592" "A" 2 0 0 0
"115593" "A" 2 0 0 0
"115594" "A" 2 0 0 0
"115595" "A" 2 0 0 0
"115596" "E" 4 1 0 0
"115597" "E" 4 1 0 0
"115598" "B" 2 0 0 0
"115599" "A" 1 0 0 0
"115600" "E" 2 0 0 0
"115601" "A" 4 0 0 0
"115602" "B" 2 0 1 0
"115603" "E" 2 0 0 0
"115604" "D" 4 0 0 0
"115605" "A" 1 0 0 0
"115606" "A" 1 0 0 0
"115607" "A" 1 0 0 0
"115608" "D" 2 0 0 0
"115609" "A" 1 0 0 0
"115610" "A" 1 0 0 0
"115611" "A" 1 0 0 0
"115612" "A" 3 0 0 0
"115613" "A" 5 1 0 0
"115614" "A" 2 0 0 0
"115615" "A" 2 0 0 0
"115616" "D" 4 0 0 0
"115617" "A" 2 0 0 0
"115618" "D" 3 0 0 0
"115619" "D" 1 0 0 0
"115620" "A" 1 0 0 0
"115621" "A" 2 0 1 0
"115622" "A" 4 0 0 0
"115623" "A" 1 0 0 0
"115624" "E" 1 0 0 0
"115625" "B" 2 0 0 0
"115626" "B" 2 0 0 0
"115627" "A" 5 0 0 0
"115628" "A" 3 0 0 0
"115629" "A" 3 0 0 0
"115630" "A" 1 0 0 0
"115631" "D" 3 0 0 0
"115632" "D" 3 0 0 0
"115633" "G" 2 0 2 0
"115634" "A" 4 0 0 0
"115635" "A" 2 0 0 0
"115636" "F" 2 0 2 0
"115637" "A" 1 0 0 0
"115638" "A" 4 0 0 0
"115639" "A" 3 0 0 0
"115640" "A" 4 0 0 0
"115641" "A" 4 0 0 0
"115642" "A" 3 0 0 0
"115643" "A" 3 0 0 0
"115644" "D" 3 0 0 0
"115645" "D" 1 0 0 0
"115646" "A" 3 0 0 0
"115647" "D" 4 0 0 0
"115648" "A" 3 0 0 0
"115649" "D" 4 0 0 0
"115650" "A" 2 0 0 0
"115651" "D" 3 0 0 0
"115652" "A" 5 0 0 0
"115653" "A" 2 0 0 0
"115654" "A" 3 0 0 0
"115655" "A" 5 0 0 0
"115656" "A" 5 1 0 0
"115657" "A" 5 2 0 0
"115658" "E" 1 0 0 0
"115659" "A" 3 0 1 0
"115660" "A" 3 0 0 0
"115661" "A" 1 0 0 0
"115662" "A" 3 0 0 0
"115663" "A" 2 0 0 0
"115664" "A" 3 0 0 0
"115665" "E" 2 0 0 0
"115666" "A" 3 0 0 0
"115667" "D" 5 1 0 0
"115668" "A" 3 0 0 0
"115669" "D" 4 0 0 0
"115670" "A" 4 0 0 0
"115671" "A" 4 0 0 0
"115672" "A" 3 0 0 0
"115673" "A" 3 0 0 0
"115674" "A" 3 0 0 0
"115675" "A" 3 0 0 0
"115676" "A" 3 0 0 0
"115677" "A" 3 0 0 0
"115678" "D" 3 0 0 0
"115679" "A" 2 0 0 0
"115680" "A" 3 0 0 0
"115681" "E" 4 0 0 0
"115682" "A" 3 0 0 0
"115683" "A" 3 0 0 0
"115684" "A" 2 0 0 0
"115685" "D" 1 0 0 0
"115686" "A" 1 1 0 0
"115687" "D" 1 1 1 0
"115688" "A" 1 1 0 0
"115689" "A" 4 1 0 0
"115690" "D" 5 1 0 0
"115691" "D" 5 1 0 0
"115692" "A" 2 1 0 0
"115693" "A" 0 1 0 0
"115694" "A" 0 1 0 0
"115695" "A" 1 1 0 0
"115696" "E" 2 1 0 0
"115697" "A" 2 1 0 0
"115698" "A" 2 1 0 0
"115699" "E" 1 1 0 0
"115700" "A" 2 1 0 0
"115701" "A" 0 1 0 0
"115702" "A" 2 1 1 0
"115703" "A" 2 1 0 0
"115704" "A" 2 1 0 0
"115705" "A" 1 1 0 0
"115706" "E" 5 3 1 1
"115707" "D" 2 1 0 0
"115708" "F" 4 1 2 0
"115709" "A" 2 1 1 0
"115710" "E" 0 1 0 0
"115711" "A" 3 1 0 0
"115712" "D" 2 1 0 0
"115713" "A" 1 1 0 0
"115714" "D" 2 1 0 0
"115715" "A" 5 2 1 0
"115716" "D" 2 1 0 0
"115717" "A" 2 1 0 0
"115718" "D" 2 1 0 0
"115719" "A" 2 1 0 0
"115720" "D" 2 1 0 0
"115721" "A" 3 1 1 0
"115722" "A" 1 1 0 0
"115723" "D" 3 1 0 0
"115724" "A" 2 1 0 0
"115725" "A" 3 1 0 0
"115726" "A" 3 1 0 0
"115727" "D" 2 1 0 0
"115728" "D" 2 1 0 0
"115729" "D" 2 1 0 0
"115730" "A" 3 1 0 0
"115731" "A" 0 1 0 0
"115732" "D" 2 1 0 0
"115733" "A" 4 1 0 0
"115734" "D" 1 1 0 0
"115735" "A" 1 1 0 0
"115736" "A" 2 1 0 0
"115737" "D" 2 1 0 0
"115738" "A" 2 1 0 0
"115739" "A" 5 3 0 0
"115740" "D" 2 1 0 0
"115741" "A" 3 1 0 0
"115742" "A" 3 1 0 0
"115743" "E" 0 1 0 0
"115744" "A" 3 1 1 0
"115745" "A" 0 1 0 0
"115746" "A" 3 1 1 0
"115747" "A" 2 1 0 0
"115748" "A" 2 1 0 0
"115749" "A" 1 1 0 0
"115750" "A" 3 1 0 0
"115751" "A" 5 2 0 0
"115752" "A" 1 1 0 0
"115753" "A" 2 1 0 0
"115754" "E" 1 1 1 0
"115755" "A" 2 1 0 0
"115756" "A" 2 1 0 0
"115757" "A" 3 1 0 0
"115758" "A" 0 1 0 0
"115759" "E" 1 1 2 0
"115760" "A" 0 2 1 0
"115761" "D" 0 2 0 0
"115762" "D" 0 2 0 0
"115763" "A" 5 2 0 0
"115764" "A" 1 2 0 0
"115765" "D" 1 2 0 0
"115766" "D" 0 1 0 0
"115767" "A" 0 1 0 0
"115768" "D" 5 3 0 0
"115769" "A" 0 2 0 0
"115770" "A" 0 2 1 0
"115771" "A" 0 1 0 0
"115772" "F" 0 2 2 0
"115773" "A" 1 2 0 0
"115774" "A" 0 1 0 0
"115775" "A" 5 2 0 0
"115776" "A" 0 2 0 0
"115777" "D" 1 2 0 0
"115778" "A" 2 2 0 0
"115779" "D" 1 2 0 0
"115780" "A" 1 2 0 0
"115781" "A" 0 2 0 0
"115782" "D" 5 2 0 0
"115783" "D" 3 2 0 0
"115784" "A" 2 2 0 0
"115785" "G" 2 2 2 0
"115786" "A" 2 2 1 0
"115787" "A" 3 2 0 0
"115788" "A" 3 2 0 0
"115789" "A" 5 3 0 0
"115790" "A" 5 3 0 0
"115791" "D" 1 2 0 0
"115792" "D" 1 2 0 0
"115793" "A" 1 2 0 0
"115794" "A" 3 2 0 0
"115795" "A" 0 1 0 0
"115796" "D" 1 2 0 0
"115797" "A" 0 2 0 0
"115798" "D" 0 2 1 0
"115799" "A" 5 2 0 0
"115800" "G" 0 1 3 0
"115801" "D" 3 2 0 0
"115802" "A" 3 2 1 0
"115803" "A" 2 2 0 0
"115804" "A" 1 2 0 0
"115805" "E" 0 2 0 0
"115806" "A" 0 2 0 0
"115807" "A" 5 2 0 0
"115808" "A" 1 2 0 0
"115809" "A" 0 2 1 0
"115810" "E" 0 2 0 0
"115811" "A" 2 2 0 0
"115812" "A" 2 2 0 0
"115813" "A" 1 2 0 0
"115814" "A" 0 1 0 0
"115815" "A" 0 2 0 0
"115816" "A" 0 2 0 0
"115817" "A" 0 1 0 0
"115818" "D" 0 2 0 0
"115819" "D" 0 2 1 0
"115820" "A" 2 2 0 0
"115821" "D" 0 2 0 0
"115822" "A" 1 2 0 0
"115823" "A" 1 0 0 0
"115824" "A" 1 0 0 0
"115825" "A" 1 2 0 0
"115826" "A" 0 2 0 0
"115827" "B" 6 3 1 0
"115828" "B" 6 3 0 0
"115829" "E" 1 2 0 0
"115830" "A" 1 2 0 0
"115831" "A" 2 2 0 0
"115832" "A" 1 2 0 0
"115833" "A" 4 2 0 0
"115834" "A" 4 2 0 0
"115835" "A" 3 2 0 0
"115836" "A" 1 1 0 0
"115837" "A" 1 0 0 0
"115838" "D" 1 2 0 0
"115839" "A" 2 2 0 0
"115840" "A" 1 1 0 0
"115841" "A" 1 0 0 0
"115842" "A" 1 2 0 0
"115843" "G" 2 2 1 0
"115844" "A" 1 1 1 0
"115845" "A" 1 1 0 0
"115846" "A" 1 0 1 0
"115847" "A" 1 2 0 0
"115848" "A" 1 2 0 0
"115849" "A" 1 2 0 0
"115850" "D" 1 0 0 0
"115851" "E" 1 1 2 0
"115852" "A" 1 1 1 0
"115853" "E" 1 1 2 0
"115854" "A" 1 2 0 0
"115855" "A" 6 2 0 0
"115856" "A" 1 2 0 0
"115857" "A" 1 0 0 0
"115858" "A" 1 1 0 0
"115859" "D" 1 0 0 0
"115860" "A" 1 2 0 0
"115861" "D" 1 0 0 0
"115862" "E" 1 0 3 0
"115863" "A" 1 1 0 0
"115864" "D" 1 1 0 0
"115865" "D" 1 2 0 0
"115866" "A" 4 2 0 0
"115867" "A" 1 1 0 0
"115868" "A" 1 2 0 0
"115869" "A" 1 0 0 0
"115870" "A" 1 1 0 0
"115871" "A" 1 2 0 0
"115872" "A" 1 2 0 0
"115873" "A" 1 1 0 0
"115874" "A" 3 2 1 0
"115875" "A" 2 2 0 0
"115876" "D" 1 1 0 0
"115877" "A" 1 1 1 0
"115878" "A" 3 2 0 0
"115879" "D" 5 2 0 0
"115880" "A" 1 0 0 0
"115881" "A" 1 0 0 0
"115882" "A" 1 2 0 0
"115883" "A" 3 2 0 0
"115884" "A" 1 2 0 0
"115885" "A" 1 1 1 0
"115886" "A" 1 1 0 0
"115887" "A" 1 0 0 0
"115888" "F" 6 2 2 0
"115889" "A" 3 2 0 0
"115890" "F" 2 2 2 0
"115891" "A" 1 0 1 0
"115892" "G" 4 2 3 0
"115893" "A" 1 0 0 0
"115894" "A" 5 2 0 0
"115895" "A" 2 2 0 0
"115896" "D" 5 2 0 0
"115897" "A" 1 0 0 0
"115898" "A" 2 2 0 0
"115899" "D" 2 2 0 0
"115900" "A" 1 0 0 0
"115901" "A" 1 0 0 0
"115902" "A" 2 1 0 0
"115903" "A" 1 0 1 0
"115904" "A" 2 0 0 0
"115905" "A" 1 0 0 0
"115906" "A" 2 2 0 0
"115907" "D" 2 2 1 0
"115908" "A" 2 0 1 0
"115909" "D" 5 2 0 0
"115910" "D" 2 1 0 0
"115911" "A" 1 0 0 0
"115912" "A" 2 1 0 0
"115913" "F" 2 0 2 0
"115914" "A" 2 0 0 0
"115915" "A" 2 0 0 0
"115916" "A" 2 0 1 0
"115917" "A" 2 2 0 0
"115918" "A" 2 0 0 0
"115919" "A" 2 2 0 0
"115920" "E" 2 0 1 0
"115921" "D" 2 0 1 0
"115922" "D" 2 1 0 0
"115923" "A" 2 1 0 0
"115924" "F" 2 1 2 0
"115925" "A" 2 0 0 0
"115926" "A" 2 0 0 0
"115927" "D" 2 2 0 0
"115928" "A" 1 0 0 0
"115929" "A" 2 1 0 0
"115930" "A" 2 1 0 0
"115931" "A" 2 1 0 0
"115932" "E" 1 0 0 0
"115933" "A" 1 0 0 0
"115934" "A" 2 0 0 0
"115935" "A" 2 1 0 0
"115936" "A" 2 2 1 0
"115937" "A" 2 1 0 0
"115938" "D" 2 2 0 0
"115939" "D" 2 0 0 0
"115940" "A" 1 0 0 0
"115941" "A" 2 0 0 0
"115942" "A" 1 0 0 0
"115943" "A" 2 2 0 0
"115944" "A" 2 1 0 0
"115945" "A" 2 1 0 0
"115946" "A" 2 1 0 0
"115947" "A" 3 2 0 0
"115948" "A" 3 2 0 0
"115949" "A" 2 1 0 0
"115950" "D" 2 1 0 0
"115951" "A" 2 2 1 0
"115952" "A" 2 1 0 0
"115953" "A" 2 1 0 0
"115954" "A" 2 0 0 0
"115955" "A" 2 0 0 0
"115956" "B" 3 2 0 0
"115957" "B" 3 2 2 0
"115958" "D" 2 2 0 0
"115959" "A" 2 2 0 0
"115960" "A" 2 1 0 0
"115961" "A" 2 0 0 0
"115962" "A" 2 1 0 0
"115963" "F" 2 1 2 0
"115964" "A" 2 1 0 0
"115965" "A" 2 2 0 0
"115966" "F" 2 1 2 0
"115967" "A" 1 0 0 0
"115968" "A" 2 1 0 0
"115969" "A" 2 2 0 0
"115970" "A" 2 1 0 0
"115971" "D" 2 2 1 0
"115972" "A" 2 1 0 0
"115973" "A" 2 2 0 0
"115974" "A" 2 0 0 0
"115975" "A" 2 1 1 0
"115976" "A" 2 2 0 0
"115977" "D" 2 1 0 0
"115978" "A" 2 0 0 0
"115979" "A" 2 0 1 0
"115980" "D" 2 1 0 0
"115981" "A" 2 2 0 0
"115982" "A" 3 2 0 0
"115983" "E" 2 0 0 0
"115984" "A" 1 0 0 0
"115985" "D" 3 2 0 0
"115986" "A" 3 2 0 0
"115987" "G" 1 0 2 0
"115988" "A" 2 1 0 0
"115989" "A" 2 0 0 0
"115990" "A" 1 0 0 0
"115991" "E" 2 0 0 0
"115992" "A" 3 2 0 0
"115993" "D" 1 0 0 0
"115994" "D" 1 0 0 0
"115995" "D" 2 0 0 0
"115996" "D" 3 1 0 0
"115997" "A" 4 2 0 0
"115998" "E" 3 1 1 0
"115999" "A" 3 0 0 0
"116000" "D" 3 2 0 0
"116001" "A" 3 2 0 0
"116002" "A" 3 0 0 0
"116003" "D" 3 0 0 0
"116004" "D" 3 1 0 0
"116005" "D" 1 0 0 0
"116006" "E" 2 0 0 0
"116007" "A" 3 0 0 0
"116008" "A" 3 1 0 0
"116009" "D" 2 0 0 0
"116010" "A" 3 1 0 0
"116011" "A" 3 0 0 0
"116012" "E" 4 2 2 0
"116013" "A" 3 0 0 0
"116014" "D" 2 0 0 0
"116015" "D" 3 2 0 0
"116016" "A" 2 0 0 0
"116017" "D" 2 0 0 0
"116018" "A" 2 0 0 0
"116019" "D" 4 2 0 0
"116020" "E" 1 0 0 0
"116021" "E" 1 0 0 0
"116022" "F" 1 0 0 1
"116023" "D" 2 0 0 0
"116024" "D" 2 0 0 0
"116025" "F" 3 0 2 0
"116026" "A" 3 2 0 0
"116027" "D" 8 3 0 0
"116028" "A" 2 0 0 0
"116029" "A" 2 0 0 0
"116030" "A" 2 0 0 0
"116031" "A" 2 0 0 0
"116032" "A" 2 0 0 0
"116033" "A" 2 0 0 0
"116034" "A" 2 0 0 0
"116035" "D" 4 2 0 0
"116036" "A" 3 0 0 0
"116037" "A" 3 0 0 0
"116038" "A" 3 0 0 0
"116039" "A" 3 0 0 0
"116040" "A" 2 0 0 0
"116041" "A" 2 0 0 0
"116042" "A" 2 0 0 0
"116043" "A" 2 0 0 0
"116044" "A" 3 0 0 0
"116045" "A" 3 0 0 0
"116046" "A" 2 0 0 0
"116047" "D" 1 0 0 0
"116048" "A" 3 0 0 0
"116049" "A" 1 2 0 0
"116050" "A" 3 0 0 0
"116051" "A" 3 0 0 0
"116052" "A" 2 0 0 0
"116053" "A" 3 0 0 0
"116054" "A" 3 0 0 0
"116055" "A" 2 0 0 0
"116056" "A" 4 0 0 0
"116057" "A" 2 0 0 0
"116058" "A" 4 0 1 0
"116059" "A" 3 0 0 0
"116060" "A" 3 0 0 0
"116061" "A" 3 0 0 0
"116062" "A" 2 0 0 0
"116063" "A" 2 0 0 0
"116064" "A" 2 0 0 0
"116065" "A" 3 0 0 0
"116066" "A" 2 0 0 0
"116067" "A" 2 0 0 0
"116068" "A" 2 0 0 0
"116069" "A" 3 0 0 0
"116070" "A" 3 0 0 0
"116071" "A" 3 0 0 0
"116072" "A" 2 0 0 0
"116073" "A" 2 0 0 0
"116074" "A" 3 0 0 0
"116075" "A" 3 0 0 0
"116076" "A" 2 0 0 0
"116077" "A" 2 0 0 0
"116078" "A" 2 0 0 0
"116079" "A" 1 0 0 0
"116080" "D" 1 0 0 0
"116081" "A" 2 0 0 0
"116082" "A" 2 0 0 0
"116083" "A" 2 0 0 0
"116084" "A" 2 0 0 0
"116085" "A" 2 0 0 0
"116086" "A" 2 0 0 0
"116087" "A" 2 0 0 0
"116088" "A" 2 0 0 0
"116089" "A" 2 0 0 0
"116090" "A" 2 0 0 0
"116091" "A" 2 0 0 0
"116092" "A" 2 0 0 0
"116093" "A" 2 0 0 0
"116094" "A" 2 0 0 0
"116095" "F" 2 0 2 0
"116096" "A" 2 0 0 0
"116097" "A" 2 0 0 0
"116098" "A" 2 0 0 0
"116099" "A" 2 0 0 0
"116100" "A" 2 0 0 0
"116101" "A" 2 0 0 0
"116102" "A" 2 0 0 0
"116103" "A" 2 0 0 0
"116104" "A" 2 0 0 0
"116105" "A" 5 2 0 0
"116106" "D" 4 2 0 0
"116107" "D" 4 2 0 0
"116108" "A" 3 0 0 1
"116109" "A" 2 0 0 0
"116110" "A" 2 0 0 0
"116111" "D" 2 0 0 0
"116112" "D" 4 0 0 0
"116113" "D" 1 0 0 0
"116114" "D" 3 0 0 0
"116115" "D" 3 0 0 0
"116116" "A" 2 0 0 0
"116117" "D" 4 1 0 0
"116118" "A" 5 2 0 0
"116119" "A" 4 0 0 0
"116120" "A" 4 2 1 0
"116121" "D" 4 0 0 0
"116122" "F" 3 0 2 0
"116123" "A" 4 1 0 0
"116124" "A" 2 0 0 0
"116125" "D" 3 0 1 0
"116126" "A" 2 0 0 0
"116127" "A" 2 0 0 0
"116128" "A" 4 1 0 0
"116129" "A" 4 1 0 0
"116130" "A" 2 0 0 0
"116131" "A" 5 2 0 0
"116132" "A" 1 0 0 0
"116133" "D" 1 0 0 0
"116134" "D" 2 0 1 0
"116135" "E" 2 0 1 0
"116136" "A" 2 0 0 0
"116137" "A" 4 0 0 0
"116138" "D" 4 0 0 0
"116139" "E" 1 0 0 0
"116140" "F" 1 0 2 0
"116141" "E" 1 2 1 0
"116142" "F" 3 0 0 0
"116143" "A" 2 0 0 0
"116144" "A" 2 0 0 0
"116145" "A" 2 0 0 0
"116146" "A" 2 0 0 0
"116147" "A" 2 0 0 0
"116148" "A" 2 0 0 0
"116149" "A" 2 0 0 0
"116150" "A" 2 0 0 0
"116151" "G" 4 0 3 0
"116152" "A" 2 0 0 0
"116153" "A" 2 0 0 0
"116154" "A" 1 0 0 0
"116155" "A" 1 0 0 0
"116156" "A" 2 0 0 0
"116157" "D" 1 0 0 0
"116158" "D" 5 1 0 0
"116159" "D" 4 0 0 0
"116160" "D" 2 0 0 0
"116161" "D" 2 0 0 0
"116162" "A" 8 2 0 0
"116163" "D" 8 2 0 0
"116164" "A" 5 2 0 0
"116165" "A" 1 0 0 0
"116166" "A" 1 0 0 0
"116167" "A" 4 0 1 0
"116168" "A" 4 0 0 0
"116169" "A" 3 0 0 0
"116170" "F" 4 0 2 0
"116171" "A" 2 0 0 0
"116172" "A" 1 0 0 0
"116173" "A" 1 0 0 0
"116174" "A" 1 0 0 0
"116175" "A" 1 0 0 0
"116176" "D" 4 0 0 0
"116177" "A" 4 0 1 0
"116178" "D" 2 0 0 0
"116179" "A" 3 0 0 0
"116180" "D" 3 0 0 0
"116181" "A" 3 0 0 0
"116182" "A" 3 0 0 0
"116183" "A" 3 0 0 0
"116184" "A" 3 0 0 0
"116185" "A" 4 0 1 0
"116186" "D" 1 0 0 0
"116187" "A" 2 0 0 0
"116188" "A" 1 0 0 0
"116189" "A" 1 0 0 0
"116190" "D" 5 1 0 0
"116191" "A" 1 0 0 0
"116192" "A" 3 0 0 0
"116193" "A" 3 0 0 0
"116194" "A" 3 0 0 0
"116195" "A" 1 0 0 0
"116196" "A" 1 0 0 0
"116197" "D" 5 0 0 0
"116198" "B" 5 0 0 0
"116199" "B" 5 0 2 0
"116200" "A" 1 0 1 0
"116201" "D" 3 0 0 0
"116202" "A" 2 0 0 0
"116203" "A" 1 0 0 0
"116204" "D" 4 0 0 0
"116205" "E" 4 0 0 0
"116206" "E" 4 0 0 0
"116207" "D" 2 0 0 0
"116208" "D" 2 0 0 0
"116209" "A" 3 0 0 0
"116210" "D" 3 0 0 0
"116211" "A" 2 0 0 0
"116212" "A" 1 0 0 0
"116213" "A" 3 0 0 0
"116214" "A" 3 0 0 0
"116215" "A" 1 0 2 0
"116216" "A" 1 0 0 0
"116217" "A" 1 0 0 0
"116218" "A" 1 0 0 0
"116219" "E" 2 0 0 0
"116220" "A" 1 0 0 0
"116221" "A" 1 0 0 0
"116222" "D" 2 1 0 0
"116223" "D" 10 4 0 0
"116224" "D" 2 1 1 0
"116225" "A" 2 1 0 0
"116226" "D" 0 1 0 0
"116227" "A" 0 1 0 0
"116228" "D" 4 1 0 0
"116229" "A" 1 1 1 0
"116230" "A" 1 1 0 0
"116231" "A" 1 1 0 0
"116232" "A" 1 1 0 0
"116233" "A" 1 1 0 0
"116234" "A" 4 1 1 0
"116235" "A" 1 1 0 0
"116236" "A" 0 1 0 0
"116237" "A" 1 1 0 0
"116238" "A" 1 1 0 0
"116239" "E" 1 1 0 0
"116240" "A" 3 1 0 0
"116241" "A" 1 1 0 0
"116242" "A" 2 1 0 0
"116243" "A" 1 1 0 0
"116244" "A" 1 1 0 0
"116245" "A" 2 1 1 0
"116246" "A" 1 1 0 0
"116247" "A" 2 1 1 0
"116248" "A" 2 1 0 0
"116249" "D" 5 2 0 0
"116250" "F" 3 1 2 0
"116251" "A" 1 1 0 0
"116252" "A" 1 1 0 0
"116253" "A" 0 1 0 0
"116254" "A" 5 2 0 0
"116255" "A" 3 1 0 0
"116256" "A" 3 1 0 0
"116257" "D" 10 4 0 0
"116258" "D" 0 1 0 0
"116259" "A" 3 1 0 0
"116260" "A" 0 1 0 0
"116261" "A" 1 1 0 0
"116262" "A" 0 1 0 0
"116263" "A" 0 1 0 0
"116264" "A" 1 1 0 0
"116265" "A" 1 1 0 0
"116266" "A" 1 2 0 0
"116267" "A" 1 1 0 0
"116268" "A" 0 1 0 0
"116269" "A" 1 1 0 0
"116270" "G" 0 1 2 0
"116271" "A" 1 1 1 0
"116272" "A" 2 1 0 0
"116273" "F" 1 1 2 0
"116274" "A" 1 1 0 0
"116275" "A" 1 1 0 0
"116276" "A" 0 1 0 0
"116277" "A" 1 1 0 0
"116278" "D" 1 1 0 0
"116279" "D" 1 1 2 0
"116280" "D" 1 1 0 0
"116281" "D" 1 1 0 0
"116282" "D" 1 1 2 0
"116283" "D" 1 1 0 0
"116284" "A" 1 1 1 0
"116285" "D" 0 1 0 0
"116286" "D" 2 1 0 0
"116287" "D" 3 1 0 0
"116288" "A" 0 1 0 0
"116289" "F" 1 1 2 0
"116290" "A" 0 1 0 0
"116291" "A" 1 1 0 0
"116292" "A" 1 1 1 0
"116293" "A" 0 1 0 0
"116294" "A" 1 2 0 0
"116295" "A" 0 2 0 0
"116296" "A" 0 2 0 0
"116297" "A" 0 2 0 0
"116298" "A" 0 2 0 0
"116299" "A" 0 1 0 0
"116300" "A" 1 2 0 0
"116301" "A" 1 2 0 0
"116302" "D" 0 1 0 0
"116303" "A" 1 1 0 0
"116304" "A" 5 2 0 0
"116305" "A" 5 2 0 0
"116306" "D" 5 2 0 0
"116307" "A" 0 2 0 0
"116308" "A" 1 2 0 0
"116309" "A" 1 2 0 0
"116310" "A" 0 1 0 0
"116311" "A" 2 2 0 0
"116312" "A" 0 1 0 0
"116313" "A" 0 2 0 0
"116314" "A" 1 2 0 0
"116315" "A" 1 2 0 0
"116316" "A" 0 2 0 0
"116317" "A" 0 1 0 0
"116318" "A" 0 2 0 0
"116319" "E" 0 2 1 0
"116320" "A" 0 2 0 0
"116321" "A" 0 2 0 0
"116322" "A" 1 2 0 0
"116323" "A" 5 2 0 0
"116324" "A" 1 2 0 0
"116325" "A" 1 2 0 0
"116326" "A" 1 2 0 0
"116327" "A" 1 2 0 0
"116328" "A" 1 2 0 0
"116329" "D" 1 2 0 0
"116330" "A" 1 2 0 0
"116331" "A" 1 2 0 0
"116332" "A" 0 1 0 0
"116333" "A" 0 2 0 0
"116334" "D" 5 2 0 0
"116335" "D" 2 2 0 0
"116336" "A" 0 2 0 0
"116337" "F" 1 2 2 0
"116338" "G" 2 2 0 0
"116339" "A" 1 2 0 0
"116340" "A" 4 2 0 0
"116341" "D" 1 2 0 0
"116342" "A" 1 2 0 0
"116343" "D" 0 2 0 0
"116344" "A" 1 2 0 0
"116345" "A" 1 2 0 0
"116346" "A" 1 2 0 0
"116347" "A" 4 2 0 0
"116348" "A" 4 2 0 0
"116349" "D" 1 2 0 0
"116350" "A" 0 2 0 0
"116351" "D" 0 1 0 0
"116352" "D" 0 1 0 0
"116353" "D" 0 1 0 0
"116354" "A" 0 2 0 0
"116355" "A" 5 3 0 0
"116356" "A" 1 1 0 0
"116357" "A" 1 2 0 0
"116358" "A" 1 2 0 0
"116359" "A" 1 2 1 0
"116360" "A" 1 0 0 0
"116361" "A" 4 2 0 0
"116362" "D" 3 2 0 0
"116363" "D" 1 1 0 0
"116364" "A" 1 1 0 0
"116365" "D" 5 2 0 0
"116366" "E" 5 2 0 0
"116367" "A" 2 2 0 0
"116368" "A" 3 2 1 0
"116369" "A" 1 2 0 0
"116370" "F" 1 2 2 0
"116371" "A" 1 0 0 0
"116372" "A" 2 2 0 0
"116373" "A" 2 2 0 0
"116374" "A" 1 1 0 0
"116375" "D" 1 2 0 0
"116376" "A" 2 2 0 0
"116377" "A" 1 2 0 0
"116378" "A" 1 0 0 0
"116379" "A" 1 2 0 0
"116380" "A" 1 2 0 0
"116381" "A" 2 2 0 0
"116382" "A" 5 2 0 0
"116383" "F" 1 2 2 0
"116384" "E" 1 2 1 0
"116385" "A" 1 1 0 0
